	time	product	title	full_text	mark
10	19.10.2018 14:38	corporate	"
Недобросовестный банк
"	"Хочу выразить огромную ""БЛАГОДАРНОСТЬ"" своему ""ЛЮБИМОМУ"" банку! Такого наплевательского отношения к своим клиентам я еще не встречала ни в одном банке! Без каких-либо подозрений я как юридическое лицо открыла расчетный счет в вашем ""ПРЕКРАСНОМ"" банке.  Мои прогнозы на наше с Вами сотрудничество превзошли все мои ожидания!!!! А сотрудничества так и не состоялось. Не совершив ни одной операции по СВОЕМУ счету, предоставив Вам сертификаты, Вы мне его заблокировали. На вопрос ""ПОЧЕМУ""? сотрудники банка не дали мне ответа.  Видимо для того, чтобы содрать с меня 3 с лишним тысячи рублей за токен, а потом просто заблокировать мне счет без каких-либо объяснений.  Я ТРЕБУЮ ОБЪЯСНЕНИЙ ДАННОГО ИНЦИДЕНТА, И ВОЗВРАТ ДЕНЕЖНЫХ СРЕДСТВ В ПОЛНОМ ОБЪЕМЕ (к сожалению, за потраченные нервы и время деньги мне не вернут) ЛИБО РАЗБЛОКИРУЙТЕ МНЕ МОЙ РАСЧЕТНЫЙ СЧЕТ(хотя желание сотрудничать с вашем банком у меня уже нет)  СПАСИБО ЦЕНТРОБАНКУ Г. ИВАНОВО ЗА ТО, ЧТО ТАК ""ХОРОШО"" КОНТРОЛИРУЕТ ДЕЯТЕЛЬНОСТЬ ДАННОГО БАНКА, ЧТО ОНИ ТАК СПОКОЙНО КИДАЮТ СВОИХ КЛИЕНТОВ НА ДЕНЬГИ!!!!!"	Без оценки
11	10.10.2018 12:00	corporate	"
Срыв сроков по ГОЗ
"	01.10.2018 г. наша организация подала документы в Санкт-Петербургский филиал (Парадная, 5) на открытие отдельных счетов по ГОЗ. С тех пор мы неоднократно обращались как в филиал банка (операционист В-ва М.), так и в контакт-центр (руководитель отдела Ш-ц Е.) с просьбой открыть счета в установленные регламентом банка сроки. На данный момент счета не открыты, сотрудники не сообщают телефоны ответственных за открытие счетов лиц, пересылают из филиала в контакт-центр и обратно. Более того, операционист В-ва М. ведет себя некорректно, повышает голос, не хочет разговаривать с сотрудниками организации. Задержка сроков открытия счетов ведет к срыву сроков ГОЗ, что недопустимо. Требуем  незамедлительно разобраться в данной ситуации, открыть отдельные счета нашей организации, наказать виновных сотрудников. В противном случае жалоба будет подана в вышестоящие органы.	"Оценка:

			1
		


Проблема решена"
12	10.10.2018 10:15	corporate	"
Не заинтересованы в клиентах
"	"Наша организация обслуживается в  ДО г.Медынь Калужской области. Открыли расчетный счет,который открывали 18 дней,вместо обещанных 3-х. 01.10.2018 решили подключить ""Интернет-Клиент"",но оказывается у сотрудника нет доступа ,а сотрудник у которого есть доступ  в отпуске.Вопрос: если сотрудник в отпуске,Банк больше не работает?На  сегодняшний день 10.10.2018 доступ сотруднику предоставили,но теперь  не доделаны  настройки,чтобы  он мог  оформить ДБО. Складывается впечатление,что руководство РФ не заинтересовано в клиентах и для них безразлично качество обслуживания юридических лиц."	"Оценка:

			4"
13	09.10.2018 14:36	corporate	"
Первое впечатление....
"	Добрый день! История о головном офисе АО «Россельхозбанк» г. Воронежа. Весной 2018 г. открыли расчетный счет в Россельхозбанке. Первое обращение в банк было 01.10.2018 г. по вопросу проведение платежа. Платеж проводили через отделение банка на бумажном носителе. Во-первых, время ожидания! В зале обслуживание проходило только физических лиц. Один (наш) талон по юридическим лицам вызывали около получаса. В очереди никого не было, при этом сотрудники болтали, смеялись, обсуждали доставку суши, постоянно бегали курить и т.п. За одну неделю у нас было 4 похода в отделение, и такая ситуация повторялась все 4 раза. Когда, при первом обращении, наконец-то, наш талон вызвали, менеджер отметила, что наша платежка заполнена неправильно и переделала ее. Но, к сожалению, проверила платежку не совсем внимательно. Наш бухгалтер допустила ошибку в реквизитах контрагента, и вместо расчетного счета указала к/с. Ошибка наша, но при проверке платежного поручения сотрудником банка она не могла не броситься в глаза! Ведь к/с очень отличается от р/с Россельхозбанка! Как сотрудник мог увидеть одну ошибку и не увидеть другую?! Но вся боль началась после того, как мы это заметили! Дозвониться до филиала не просто сложно, это невозможно! Мы заказывали звонки по горячей линии. Когда неделю спустя все-таки удалось дозвониться в филиал, сотрудник банка объяснила сложность тем, что: «Если постоянно отвечать на звонки, то, когда «работать» (видели в отделении, как они «работают&raquo Далее еще хуже: полнейшая дезинформация в банке!!! На горячей линии предоставляют одну информация (в нашем случае говорили, что нам нужно идти повторно с платежкой в отделение, и там все решат), в самом отделении говорят другое (что нужно уточнять платеж через клиент-банк) и: «Ну вот такие безграмотные люди работают у нас в колл-центре»!Такое ощущение, что это 2 абсолютно разных банка, настолько у них не похожая информация!!! Наконец-то нам удалось получить информацию, что исправить ситуацию никак не получится, и деньги сами вернуться через 5 рабочих дней. Сегодня 09.10.2018 г. – денег нет, банк никак не содействует, сотрудники банка переводят стрелки друг на друга. Как после такого отношения работать с таким банком?! Вопрос риторический…	Без оценки
14	01.10.2018 13:44	corporate	"
Профессионализм команды
"	"Хочется отметить ,что профессионализм  команды  Башкирского РФ АО «Россельхозбанк»  и  желание компании ООО «Форсаж»    увеличить оборот и прибыль , стало  ключевым  моментом в решении урегулирования  вопросов, касающиеся перечня документов, сроков выдачи кредитных средств, и согласования  работы  ответственных лиц как со стороны банка, так и со стороны ООО «Форсаж» для выполнения условий подписанного кредитного договора и дальнейшего взаимовыгодного сотрудничества.На текущий день, ООО «Форсаж» представило в Банк необходимые документы и финансовую отчетность. Положительное решение о выдаче кредитных средств от Банка получено. Таким образом все ранее заявленные  претензии в адрес Башкирский РФ АО «Россельхозбанк» у ООО «Форсаж»  на сегодняшний день сняты.  С Уважением ,  Директор ООО ""Ф-саж"" А-ва О.Ю."	Без оценки
15	26.09.2018 16:39	corporate	"
Пожалуй, один из худших банков для малого предпринимательства
"	"Обслуживаюсь в банке в качестве ИП более 4-х лет, и с каждым годом становится только хуже. До техподдержки дозвониться большая проблема, пообщаться можно только с оператором, далее составляется заявка и сидим ждем когда перезвонят из техподдержки, ждать можно несколько часов, или дней. Для сравнения, вчера решали вопрос с техподдержкой в другом банке, вопрос был решен онлайн за 5 минут.Как-то списали плату за обслуживание счета за месяц в котором операций не производилось (по тарифам банка, плата за обслуживание в такой месяц не списывается), на вопрос почему так произошло, сотрудник офиса банка ответил - ""Пишите заявление"". То есть, свою ошибку банк без заявления исправить не может, а менеджер помочь в оформлении соответствующих бумаг, видимо не хочет.В отделении банка постоянно очереди. Сотрудник обслуживающий юр. лица зачастую занят чем-то другим, и предлагает обращаться к операционистам обслуживающим и физ. лица и юр. лица, правда, юр. лица обслуживаются без очереди, но если у операциониста происходит оформление ипотеки, или выдача кредита, время ожидания может сильно затянуться. Среднее время ожидания в очереди в отделении - 30 минут.29 июня подал запрос со всеми необходимыми документами в отделение банка на перевыпуск электронного ключа для системы интернет-клиент, обещали выдать новый ключ в течение 2-х недель. В конце июля на вопрос о судьбе ключа сотрудник банка сказал, что будут узнавать, в головном офисе. Узнавали весь август, в итоге в начале сентября позвонили, попросили подъехать подписать недостающий документ. Документом оказался запрос на аннулирование сертификата ключа, на вопрос почему я должен его подписать, сотрудник банка сказала, что не знает, ей передали этот документ, чтобы у меня его подписать. В итоге новый ключ получил в конце сентября. Системой интернет-клиент не могу пользоваться до сих пор, т.к. система выдает ошибку, а техподдержка не перезванивает. Ждем-с.Все 3 месяца, пока ключ находился на перегенерации, с моего счета списывалась ежемесячная плата за пользование системой интернет-клиент. На резонный вопрос: почему так происходит, сотрудник офиса банка сказала: ""Вы хотите, чтобы мы списывали с вас плату за обслуживание в полном объеме?"". Здесь надо сказать, что при отсутствии интернет-клиента плата за ведение счета увеличивается в 3 раза. В итоге из-за отвратительной работы банка я 3 месяца оплачиваю услугу, которую по факту не получаю.Никому не посоветую иметь дело с Россельхозбанком, сам планирую счет в ближайшее время там закрыть."	Без оценки
16	21.09.2018 12:52	corporate	"
Бесплатное открытие счета
"	В банке сейчас проводится отличная акция по бесплатному открытию расчетных счетов для организаций! Я узнал о ней благодаря презентации, которую провела управляющая Ч-ва Оксана Викторовна, в результате счет нам открыли бесплатно в течение одного рабочего дня, сотрудник банка Анастасия М. помогла собрать оперативно все документы и быстро все оформить! Ведение счета также 2 месяца бесплатно в подарок! Все очень оперативно, с улыбкой и профессионально сделано, спасибо за отличную работу и хорошее настроение!	"Оценка:

			5
		

							Не засчитана"
17	21.09.2018 12:13	corporate	"
Отличное обслуживание
"	Хочу выразить огромную благодарность специалисту с большой буквы М. Анастасии Викторовне ,которая работает в офисе Россельхозбанка в г. Одинцово на ул.Молодежной! Открыт счет ИП Мирошниченко В.А., обслуживание всегда на высшем уровне,решение всех вопросов мгновенно,побольше бы таких специалистов!Так же Анастасия очень внимательно относится к клиентам и всегда очень оперативно решает все возникшие ситуации!	"Оценка:

			5
		

							Не засчитана"
18	21.09.2018 10:03	corporate	"
Произвол РСБ!
"	"Абсолютный произвол Россельхозбанка в г. Иваново! ООО обслуживается в данном филиале с апреля 2018 г.. Про то, что при открытии р/с обязали застраховать жизнь директора в дружественной страховой я умолчу, но всё остальное уже выходящее за все рамки банковской этики! Вводная часть: ООО применяет упрощёнку, зарегистрировано в 2015 году. Исправно получаем деньги от заказчиков и платим субподрядчикам за выполнение работ, проблем с ФНС не имеем, наличные снимали на хоз. нужды (в процентном отношении за весь период сумма составила  5 % от дебетового оборота).Теперь по существу: 18.09.18 банк отказывает в проведении платежа по ДБО. Звоним в банк, спрашиваем в чем дело. Ответ: ""По Вам банк запросил  документы, предоставите, разблокируем , НО пусть к нам приедет сам директор и запрос этот получит."" Хорошо, без проблем. Директор вернулся из командировки 20.09.18 и мы сразу же направились в банк. Каково же было наше удивление, когда нам дали бумагу, которая никак не названа (ни требование, ни письмо, ничего) с просьбой (именно просьбой) предоставить документы ,но самое интересное не это! Документ этот датирован 30.08.18 г.! В нем изложена просьба предоставить документы до 05.09.18 г. ! Мы с директором в шоке (уже конец сентября) как такое произошло!? Ответ удивил своей наглостью (других слов просто нет): ""Банк Вам документ этот отправил через дистанционное обслуживание, т.е. в клиент-банк, Вы на него не ответили до 05.09.18 г. и поэтому мы Вам заблокировали доступ к интернет-банку"".Во-первых, клиент-банк смотрим каждый день и никакого письма там как не было, так и нет по настоящее время, а во-вторых , если в банк не предоставишь документы в указанный срок, то счет сразу же блокируют и не дают проводить платежи, а тут аж 13 дней дали проработать -смешно честное слово! То есть, так как по 115-ФЗ оснований у банка нам предъявлять требования какие-то нет, то он решил пойти на откровенный подлог документов. По приезду из банк и еще раз в офисе проверив, что через систему ДБО никакого письма не приходило (остальные да, есть, но именно этого запроса нет) связались с операционистами РСБ, объяснили ситуацию, что отключение нас от ДБО ошибочно и незаконно, что документы мы готовы предоставить, но до предоставления просим включить нам возможность проведения платежей через клиент-банк, либо дать возможность проводить платежи на бумажных носителях , так как мы не можем расплатиться с подрядчиками, что влияет на нашу репутацию как партнёра, на что нам был дан отрицательный ответ и предложение написать просьбу в банк с описанием ситуации, на которую ответят в течение 30 (!) дней! Это издевательство просто какое-то. На вопрос каким образом мы должны предоставить документы в банк нами был получен ответ,что только на бумажных носителях с отметкой ""копия верна"". То есть мы извести должны ещё кучу бумаги, которая в принципе потом пойдёт в мусорное ведро? Уж наверное такой большой банк, имеющий в принципе хорошую репутацию, должен принимать отсканированные документы от клиента по электронной почте."	"Оценка:

			1"
19	20.09.2018 15:26	corporate	"
Как РСХБ наживается за счет предпринимателей
"	"По рекомендации знакомых обратился в РСХБ для открытия счета и подключения ДБО, РКО для своего малого предприятия по розничной продаже пива. Моим удивлением стало настойчивое предложение банка оформить мне страховой полис стоимостью 5 000 руб., для страхования бизнеса ""от потерь"" (стоит отметить что такова стоимость полиса в г. Тосно,  в офисах Санкт-Петербурга стоимость варьируется от 13 до 15 тыс. руб. за полный комплекс услуг по открытию счета в этом чудном банке). По мимо этого банк списывает с открытого счета комиссии за открытие счета и ДБО, в общей сложности еще около 4 000 руб., по заверениям операционного специалиста.В общем меня это не остановило, благо платеж в 5 000 руб. единоразовый и страховка в общем пригодится. Заключили мы договор, выписали мне полис и получил я заветные ключи доступа к банк-клиенту, надо отдельно заметить, что настройка доступа к бк заняла у меня почти целый день, затем выпуск сертификатов, заверение ЭЦП, подписание документов, отправка их в банк, еще одно согласование - все это растянулось на 3 рабочих дня, наконец я получил доступ в свой личный кабинет. Все прекрасно, я со спокойной совестью уезжаю в отпуск и тут, буквально через 3 дня после начала сотрудничества с РСХБ, мне на почту приходит письмо за подписью того же операционного специалиста от финмониторинга с целью предоставления документов по 115 ФЗ и обоснования моей деятельности, срок предоставления документов 5 дней.  Проверяю доступ в бк - доступ имеется, но висят ограничения по использованию счета, звоню операционисту, он мне ссылается на службу финмониторинга, мол все вопросы к ним - предоставляйте документы. Тут стоит отметить, что на тот момент я только занимался поиском подходящего помещения и у меня было заключено пару соглашений с контрагентами посредством электронной почты, зарегистрировался я не более месяца назад. В общем обо всем этом я написал подробно в письме и отправил операционисту в банк, сам продолжил свой отпуск с тяжелым сердцем ОБМАНУТОГО клиента. По возвращению из отпуска (через неделю), я связываюсь с операционным специалистом банка с которым вел общение и узнаю что он в отпуске, его замещает другой, ну ладно, думаю, все люди - должны отдыхать. Прошу заместителя уточнить информацию по моему вопросу и выясняется что мой менеджер никуда мое письмо для финмониторинга не отправил, то есть в установленные сроки выходит я не предоставил документы. Попросил ЗАМа все таки отправить мои документы куда следует и начал с периодичностью в 2 дня интересоваться решением своего вопроса. Через какое-то время последовал ответ что пользоваться счетом я могу, но лишь на бумажных носителях - то есть приносить платежки в банк операционистам и платить по 300 руб. за ПП. Прекрасный вариант я считаю, а главное весьма удобный. Я попросил ЗАМа расторгнуть со мной договор и вернуть 5 000 руб., уплаченные за страховой полис - на что мне предложили дождаться моего операционного специалиста из отпуска, спорить не стал. Вернулся мой менеджер из отпуска и взялся ""активно"" решать мою проблему, пытаясь на протяжении вот уже 2,5 недель связаться со службой финмониторинга и выяснить в чем причина их решения, а по сути просто отшивая меня. Деньги за полис мне естественно никто возвращать не хочет, тк прошли ""установленные"" 2 недели в течении которых модно расторгнуть полис. В общем вопрос тянется уже 2 с лишним месяца, терпение заканчивается, негодование растет. Очень не рекомендую всем Россельхозбанк в качестве банка для ведения вашего бизнеса."	Без оценки
