	time	product	title	full_text	mark
10	14.11.2020 8:52	remote	"
Тихий ужас, а не банк
"	"В очередной раз горько пожалел, что связался с этим банком. Очередная неожиданная проблема.Пии переводе со своего накопительного счета на счёт карты, приложение мне заявляет, что мой паспорт недействителен! Предлагает мне придти в офис, а я в тундре жа 2500км от Москвы. Паспорт перепроверил на сайте МВД, все в порядке.На горячей линии голосовой помощник гоняет по кругу со своими дурацкими советами, с оператором никакую не соединяет.До оплаты ипотеки за воздух осталось 2 дня.""Отличный"" сервис!"	"Оценка:

			1"
11	12.11.2020 21:15	remote	"
Нет доступа в мобильный банк
"	30.11.2020 оформляла ипотеку в офисе банка. Также было оформлено заявление на подключение к мобильныму банку. Смс-пароль для входа в мобильный банк должен был прийти в течении часа, но так и не пришёл. 4.11.2020г позвонила в колл-центр с вопросом о смс-пароле, который не пришёл, сотрудники горячей линии недоумевали, т.к. подключение не было завершено на стороне сотрудником отделения. Было оставлено обращение номер 8212, на которое должны были отреагировать сотрудники отделения и завершить процесс подключения. На рассмотрение обращения даётся три дня, так заверили меня на горячей линии. Через три дня сама позвонила на горячую линию, т.к пароль не пришёл. В ходе моего звонка выяснилось, что банк не может подключить мобильный банк, сказали обратиться в отделение или в банкомат. 12.11.2020г пыталась подключить эту услугу в банкомате, но выдает ошибку. Клиентоориентированность банка =0. Качество предоставляемых сервисов=0. Сотрудники колл-центра некомпетентны в данном вопросе. Вопрос не решён, идти в отделение, учитывая эпидемиологическую обстановку не целесообразно. Все необходимые документы в банк предоставлены. Требую подключить услугу в соответствии с моим заявлением.	"Оценка:

			1"
12	08.11.2020 2:06	remote	"
Плачу лишние проценты по вине банка!
"	ЗдравствуйтеБрала потреб кредит. На протяжении 2 лет по 2-3мес плачу лишние проценты по вине банка! Вместо ставки 14,1% со страховкой плачу 18,5% с той же страховкой! И сколько ни обращалась, проблему так и не решили!Связалась на свою голову с Рсхб, потребкредит и рсхб-страхование в г.Новосибирске, головной офис на Фабричной 13 в 2018г. Через год ближе к дате окончания договора по страховке осенью 2019г. обратилась в офис возле дома г.Новосибирск, Бориса Богаткова 201. Подписала доки по страховке, уехала в С-Пб, платежи увеличились тысячи на 3 и так месяца 2-3 я пыталась с сотрудником решить вопрос с повышенным процентом при наличии страховки, потом наконец-то выровнялось, буду подавать на возмещение средств за те месяцы, т.к. у меня страховой договор беспрерывный (ежегодно  обновляю).В 2020 году в октябре обратилась в рсхб-страхование в  С-Пб, продлила страховку и обратилась в отделение, чтобы все доки об оплате и новый страх.договор подкрепили к моему кредитному договору. Ставка так и не снизилась! Прошел почти месяц, сдвигов нет:в отделении в С-Пб на Парадной 5к1 приняли документы 12 окт, отправили внутрибанковской почтой сканы в Новосибирск и сказали почтой России отправить самой оригиналы заказным письмом. Доки Новосибирск, Фабричная 13 получили 20 окт. Дозвониться до них невозможно - неск.гудков и сброс (ни в откр.источниках, ни сама сотрудница из С-Пб, ни в 2-гисе, ни по горячей линии на номера Нск не дозвониться - +7383218****, +7383290****, +7383290****, +7383290****, +7383290****, +7383290**** !!!На Парадной в С-Пб приняли заявление на имя руководителя 29 окт, чтобы разобрались в ситуации, прошло 1,5недели и ничего!!!Дата платежа уже прошла, ставку так и не снизили!!! Никакой клиентоориентированности!!! Сотрудники между собой даже не могут связаться, как так???!!!  При первой возможность сразу же реинвестирую кредит в другой банк, подальше от этого дурдома!!!Начните уже работать!!!Требую вернуть излишне уплаченные проценты и снизить процентную ставку в соответствии с договором!!!	"Оценка:

			1"
13	06.11.2020 19:46	remote	"
Банк без предупреждения отключает доступ в интернет-банк и мобильны банк для проведения регламентных работ посередине рабочего дня
"	"Сегодня 06.11.2020 АО ""Россельхозбанк"" отключил доступ в мобильный банк и интернет-банк с 14.00 для проведения регламентных работ.  Доступ будет восстановлен 09.11.2020 в 9.00.При этом никаких предупреждений заранее о регламентных работах я не получала, уведомление об этом в мобильном банке датируется сегодняшним числом (06.11.2020, время к сожалению не указано).9.11.2020 у меня срок списания очередного платежа по ипотеке, поэтому сегодня я заранее перевела на счет, с которого будет списание, денежные средства в размере 120 000 руб.При этом мой платеж составляет 32 367, 36 руб., остальная сумма должна была пойти в счет досрочного погашения кредита. Но оформить заявление на досрочное погашение я не могу, т.к. дистанционные каналы обслуживания не работают. Обратилась на горячую линию в банк (звонок в 19.11, длительность 4 минуты), где оператор подтвердила мне, что если я подам заявление на досрочное погашение день в день, 9.11.2020, то оно принято к исполнению не будет. Для оформления заявления мне было предложено явиться в офис банка.В период пандемии я нахожусь за городом, и возможности поехать в центр Москвы в банк у меня нет.Прошу разобраться в ситуации и пояснить:1) почему банк проводит запланированные регламентные работы в будний день в середине дня, тем самым лишая меня доступа к моим счетам;2) почему банк заранее не уведомил меня о регламентных работах хотя бы за сутки до их начала;3) почему банк отключает сразу 2 канала дистанционного обслуживания клиентов и не предоставляет альтернативных способов дистанционного обслуживания, и предлагает мне явиться в банк очно в выходной день в период обострения коронавирусной инфекции;4) в случае, если моё заявление на досрочное погашение, которое я оформлю как только появится доступ в мобильный банк, не будет принято к исполнению 09.11.2020, кто мне обеспечит досрочное погашение кредита ранее наступления следующей даты платежа? Или кто мне возместит упущенную выгоду, которую я могла бы получить, разместив денежные средства для досрочного погашения на счете в другом банке, где начисляется процент на остаток?"	"Оценка:

			1
		


Проблема решена"
14	06.11.2020 14:34	remote	"
Офисы закрыты до понедельника?!
"	"Не смогла войти в ИБ РСХБ, позвонила в банк, разговаривала с сотрудником, ответили, что проводят ""регламентные"" работы по улучшению... и до пнд ИБ не работает. Далее совсем неожиданно: ВСЕ ОФИСЫ (то ли в Москве, то ли по всей России) тоже ЗАКРЫТЫ до понедельника, начиная с 14 часов сегодняшнего дня!!! Как такое может быть и как это трактовать?"	"Оценка:

			1"
15	05.11.2020 18:04	remote	"
Ужасно
"	Ужасный банк, работы своей не делают, нарушая приказы ,сведения об операциях передаются третьим лицам. Месяц назад будто бы приняли заявку по телефону, в итоге сегодня узнал что заявки и не было составлено, не когда не обращайтесь в данный банк, а то и Ваша информация уйдёт куда на левой. Меяйтесь и люди к вам потянутся, а ещё хотел быть вашим клиентом, слава богу отвернуло.	"Оценка:

			1"
16	05.11.2020 13:46	remote	"
Интернет банк это одно название!
"	"Отвратительный интернет банк! И ни чего не меняется, была такая же проблема года 2 назад и ""улучшений"" нет! Жаловаться тоже нет толку! Отзыв все же на сайте Банки РУ оставлю, пусть люди знают о ""бестолковом вашем интернет банке"". Не получается закрыть вклад который до 5 ноября 2020 года, на сумму 40209,50 руб. Провел 5ть попыток, с 11 до 13 часов! Заканчиваются все вклады,снимаю все средства и от Вас ухожу! Не удобно с Вами работать, вечно проблемы! Надо срочно деньги снять,жди приключений! Теперь явно надо иди к Вам в отделение,а сейчас самое время-)) Ну ни чего, еще 10 дней я потерплю!"	"Оценка:

			1
		


Проблема решена"
17	04.11.2020 20:31	remote	"
Проблема не решается более четырех месяцев
"	С июня м-ца 2020г. до настоящего времени не решен вопрос по некорректной работе ЛК ДБО. Мои обращения в техподдержку     SD 5419431 от 26.06.2020    SD  5450079 от 06.07.2020переданы разработчикам и мероприятия по устранению ошибок проводятся более четырех месяцев. Возникает вопрос к банку: существуют разумные сроки по устранению ошибок и сколько времени еще ожидать Клиенту банка нормальной работы ЛК ДБО? По другой проблеме Интернет- банка: дата открытия вклада указана неверно, направлены четыре обращения в техподдержку с предоставлением скриншота ошибки. Обращения закрываются без устранения ошибки.    1. SD 5527732 от 24.07.2020 дата закрытия 31.08.2020    2. SD 5586962 от 10.08.2020 дата закрытия 20.09.2020    3. SD 5759670 от 22.09.2020 дата закрытия 20.10.2020    4. SD 5836207 от 09.10.2020По данной проблеме прошу представителя банка предоставить подробный комментарий, а также обозначить сроки устранения всех ошибок в ЛК ДБО. Предоставленный ранее ответ, что проводятся мероприятия по решению вопроса, не принимается после четырех месяцев ожидания результата рассмотрения обращений.	"Оценка:

			1"
18	02.11.2020 18:16	remote	"
Банкомат списал деньги со счета
"	Первая претензия. Во вторник 27.10.2020 Я Щ-в В. А. пошел в отделение банка около 18:00 снимать свои средства с зарплатной карты по адресу г.Красноярск, ул. Весны д.7б , ввел пин код и банкомат мне выдал меню о том что пин код неверен, я поменял цифры местами, снова ввел пин код и вошел в меню банкомата, далее я приступил к снятию 20000 рублей, нажал на кнопку распечатать чек после операции, ПОСЛЕ ЧЕГО, БАНКОМАТ СНОВА МНЕ ВЫДАЛ МЕНЮ О ТОМ ЧТО Я НЕПРАВИЛЬНО ВВЕЛ ПИН КОД. Далее я завершил обслуживание в банкомате, чтобы не вводить неправильно пин код в третий раз. И решил перекинуть деньги через мобильное приложение товарищу, который стоял рядом, благополучно снял свою зарплату и помнил свой пин код. И КОГДА Я ЗАШЕЛ В СВОЙ МОБИЛЬНЫЙ БАНК ОБНАРУЖИЛ, ЧТО ДЕНЕГ У МЕНЯ НА СЧЕТУ НЕТ, КАК РАЗ НЕ ХВАТАЕТ 20000 РУБЛЕЙ. Я сразу впал в крайне расстроенное состояние, стал звонить в клиентскую службу, но мне никто не смог помочь, поскольку подобные вопросы решаются только с письменного заявления по паспорту, которого у меня с собой не оказалось. В итоге приняли меня на следующий день с паспортом как и полагается, взяли у меня заявление на рассмотрение дела, сказали что такие дела рассматриваются в течении 30 дней, но возможно и скорее всего деньги придут через 3-е суток, когда банкомат произведет перерасчет.  Выдали мне выписку по счету  Вторая претензия в выписке по счету за выбранный период нет данных по операциям за октябрь, ни о списании ни о зачислении средств. В выписке по счету итоговая сумма оставшаяся на счету никак не сопоставляется с суммами расхода и прихода которые в ней указаны.  Создается впечатление что у сотрудников банка тоже какая-то ошибка в их программе. Третья претензия связана с  мобильным приложением Россельхозбанка которое не отображает историю по операциям с картой практически вообще, нет никаких данных кроме тех что я изменил пин код на карте. Хотя я картой и приложением пользуюсь уже с февраля этого года, и у других членов нашего коллектива (Поскольку это зарплатный проект и карточки получали все) история отображается с завидной простотой за весь этот период. Выходит в приложении тоже какая-то ошибка. В общем итоге у меня растет общее недоверие к Россельхозбанку как к организации, возникает впечатление какой то темной истории. И есть страх что я деньги не увижу. Благодаря этому у меня выдалась крайне неприятная неделя с испорченными нервами, а по счетам все так же нужно платить им не сказать, что в течении 30 дневного срока все решиться. Завтра будет неделя как я без средств. И да я полностью уверен в том что деньги на счет поступили и при необходимости могу предоставить доказательства с работы. Благодарю за внимание!	"Оценка:

			5
		

							Проверяется"
19	01.11.2020 17:00	remote	"
Дичайший ужас
"	"Началось всё с того, что обнаружил у данного банка приличные ставки по накопительным счетам. Не особо долго думая - решил открыть счета.Через приложение Биометрия - стать клиентом не получилось - приложение РСХБ выдавало ошибку. По телефону мне помочь не смогли.Пришёл самостоятельно в отделение на Московском вокзале. Обслуживала операционист Кабанова КМ. Счёт открывали долго, т.к. на мне обучали стажёра. Я дал паспорт, какие-либо данные у меня не спрашивали, в т.ч. кодовое слово.Но ужас не в этом. Началось всё с того, что я решил перевести небольшую сумму по СБП в РСХБ. Переводы, как внешние, так и между своими счетами проходят свыше 10 минут, несмотря на то, что приходит смс-отбивка об исполнении поручения.Сегодня я перевёл из ВТБ крупную сумму по СБП. В 10:02МСК мне пришли СМС, что переводы зачислены, однако на момент написания отзыва (01.11.20 16:52МСК) денег на счёте до сих пор нет!!! Хотел перевести на накопительный счёт, но денег-то НЕТ! Кто мне будет компенсировать потерю процентов за 1 день? Вы?Позвонил в КЦ - мне информацию не предоставили, т.к. я не озвучил кодовое слово, которое в отделении у меня и не спросили. Сотрудница сама установила за меня кодовое слово.Отлично. В итоге оператор КЦ мне сказала, чтобы я обращался в отделение для ""актуализации данных"". Притом обратиться нужно не в ближайшее отделение, а в ""отделение ведения счёта"", т.е. то, где ты открывал счета изначально. Очень удобно!Писать заявления о несогласии (оспаривании) с операцией и финансовые обращения можно только в изначальном отделении. Дистанционные каналы обслуживания вообще идут мимо в любых случаях в этом банке.В КЦ позвонить - это то ещё приключение. Если голосовой помощник вас не поймёт - он будет переспрашивать по 100 раз, вместо оперативной связи с оператором. В приложении чата вообще нет.Дождусь зачисления перевода - выведу деньги обратно в ВТБ и закрою все счета. Не рекомендую никому!"	"Оценка:

			1"
20	28.10.2020 10:40	remote	"
Благодарность
"	Здравствуйте, уважаемые сотрудники банка!!!Хочу поблагодарить весь ваш дружный коллектив за качественное обслуживание, внимательное отношение к клиентам, терпение и профессионализм!!! Успехов вам и хороших клиентов.пользуюсь приложением Россельхозбанк в телефоне, это очень экономит время, все понятно, очень удобно)))))При обращении в офис чувствуется высокий уровень обслуживания, есть подход к каждому клиенту.	"Оценка:

			5
		

							Не засчитана"
21	27.10.2020 15:43	remote	"
Необходимость личного визита в офис для исправления технической ошибки (неначисление процентов по вкладу)
"	Добрый день!Несколько лет я являюсь клиентом РСХБ. Есть мелкие неудобства (напр., долго зачисляются деньги со счёта на карту, а если день окончания вклада пятница, то деньгами можно распорядиться не раньше понедельника), но я привыкла и мирилась с ними, т.к. в целом это компенсируется низкой стоимостью обслуживания карты, приемлемыми ставками по вкладам.Но сегодня я увидела существенный, на мой взгляд, недостаток в работе банка. Обнаружила, что не начислились проценты по закрывшемуся 22.10.20 вкладу. Позвонила в контакт-центр. Прорвавшись (15 мин) через подножки голосового помощника к живому оператору, сообщив о себе массу сведений (ФИО, г.р., цифры карты, даты операций по карте (хотя % идут на счет), код.слово, даты открытия вклада и последней пролонгации, периодически ожидая по 2-3 минуты, получила ответ: да, проценты не начислены, причину контакт-центр сообщить не может, Вам следует обратиться в офис, где открыт вклад, с соответствующим заявлением. Но я обратилась в контакт-центр за решением проблемы, а не за тем, чтобы 30 минут оператор убеждался, что я - это я и проценты действительно не начислены. Весь звонок в целом  занял 45 минут. Так как знаю, что не все операторы одинаково компетентны, позвонила ещё раз. Оператор действительно оказался более профессиональным, но результат такой же (только я называла ещё дополнительные сведения о себе и об офисе банка; и выяснилось, что можно обратиться в любой офис банка). Поинтересовалась, нельзя ли оформить претензию через оператора (ведь мне же подтвердили неначисление процентов, звоню со своего телефона, правильно ответила на все идентифицирующие меня вопросы) - нет, нельзя (хотя в некоторых банках это возможно). Каюсь, я высказала оператору Анастасии своё недовольство тем, что технические ошибки банка клиент вынужден исправлять тратя своё время на звонки, на ожидание очереди в офисе, и ещё не известно сколько времени займёт работа специалиста в офисе, а в сегодняшнее ковидное время это совершенно лишнее, тем более что размер моего вопроса в денежном выражении очень невелик. Но Анастасия здесь ни при чём, поэтому я решила высказаться и здесь.  Под ДБО я понимаю в том числе возможность решить небольшой вопрос без личного визита в банк. ДБО банка не на высоте. Делать так, что исправление технической ошибки (сбоя) банка становится проблемой клиента - это неуважение к клиенту.  Алгоритм работы операторов тоже сомнителен. Во время первого звонка я сразу озвучила проблему, зачем меня усиленно идентифицировать и заниматься мною 30 минут, если проблему решить нельзя? Тем более что линия была перегружена. Считаю также, что в личном кабинете клиента банка должно быть предусмотрено обращение клиента по вопросам, подобному моему, а не только по работе интернет-банка.	"Оценка:

			3
		

							Проверяется"
