,time,product,title,full_text,mark
62,06.09.2019 10:01,business_remote,"
Отзыв Россельхозбанк п.Залари
","Хочу поблагодарить коллектив ДО п.Залари за оказанную помощь при подключении к системе ДБО к расчетному счету. Всегда меня держат в курсе новинок, продуктов и предложений банка. Оформляла ипотеку в офисе, все доступно объяснили и помогли с пакетом документов. Всегда рекомендую банк своим знакомым и друзьям!Большое спасибо!","Оценка:

			5
		

							Не засчитана"
63,05.09.2019 10:44,business_remote,"
Отзыв о работе Банка
","С отделением банка в городе Благодарном Ставропольского края, работаю чуть больше года. Знакомство наше проходило на положительный эмоциях и продолжается тоже замечательно.  Если возникают консультационные вопросы, то стараются предоставить информацию в полном обьеме и обьясняют так что бы было понятно. В банк всегда иду как на Праздник, потому что все всегда улыбчивы и приветливы. Татьяне Генадиевне Большое Спасибо и Всему коллективу данного отделения!!!","Оценка:

			5
		

							Не засчитана"
64,05.09.2019 7:52,business_remote,"
Оренбургский региональный филиал на ул.Ленинская 59
","Работаем с РСХБ не первый год. Очень нравится качество обслуживания, нравится линейка продуктов, быстрота и сервис. Хочу поблагодарить наших операционистов Р-ову Юлию, Я-ую Анну и Т-ову Татьяну (хоть Татьяна уже и не операционист, но если к ней обратиться-все равно приходит на помощь). Они всегда идут навстречу, помогают во всем, решают любые проблемы быстро и качественно. При проблеме с интернет-банком не отправляют в техподдержку, а стараются помочь самостоятельно. В этот филиал хочется ходить почаще, ведь после встречи с девочками становится тепло и радостно на душе. Спасибо за внимательное и щепетильное отношение к клиентам!","Оценка:

			5
		

							Не засчитана"
65,03.09.2019 12:13,business_remote,"
Ждем почти месяц подключения ДБО
","Сменили директора на предприятии. Отнесли все документы в банк. Нам сказали зайти в приложение и подтвердить ключ. При попытки захода была ошибка. Я позвонила на горячую линию первый раз. Запрос приняли, через несколько дней я все-таки смогла зайти. Далее мною был сформирован запрос на перегенерацию ключей. В банке не сообщили, что необходимо им принести после этого. При формировании запроса в клиент-банке ничего про это тоже не написано, только то, что ваш запрос в обработке и принят банком.После звонка на горячую линию мне сообщили, что необходимо отнести данный запрос и высказали, что в памятке клиента у Вас все написано. Памятку мне никто никогда не давал. Далее запрос был отнесен в банк. Вечером звонок из банка: принесите новый, этот недействителен. Как так? Пыталась сформировать новый запрос в клиент-банке, ничего не вышло и кроме того, что отнесла в банк, ничего не могу распечатать. Звоню в банк: оказалось, что нужно еще распечатать два заявления и принести им. В клиент-банке таких заявлений я не нашла.На что мне в банке ответили, что ничем помочь не могут. Далее звоню на горячую линию. И оператор, по имени Марина, пыталась отправить меня на сайт банка читать инструкции и опять смотреть в какую-ту памятку клиентам.  Потом она долго разбиралась, что заявления с меня требуют и отправляла звонить в банк и  уточнять. После того, как я настояла, чтобы она мне все-таки объяснила где их взять. Она ответила, что у меня они не сформируются и хотела зарегистрировать запрос, но почему то отключила меня и начала вести беседу с другим оператором: о том, что она с таким и не сталкивалась никогда  и какие ""нехорошие"" клиенты.  Было очень неприятно это слушать!!! Терпение мое было на исходе , я позвонила в банк. И сотрудник банка Светлана решила все-таки сделать эти заявления сама. Директор подъехал все подписал 29.08. 2019г. Сегодня 03.09 - ничего у нас не работает. Вчера днем в банке сказали не знают, когда подключать, ждите на этой неделе. А вечером при посещении банка заявили, что у нас все работает и нам звонили.  А у нас ничего не работает, сертификат не выпускают. Что делать я уже не знаю, как так можно относиться к клиентам, я не понимаю. Скорее всего придется собирать пакет документов и переходить в другой банк. Аналогичная ситуации у нас была 2 года назад, когда мы подключали другие предприятия.","Оценка:

			1"
66,30.08.2019 13:23,business_remote,"
Ни один телефон не отвечает!
","Открыли счёт в банке, начали работу. Возникли некоторые трудности в работе, нам заблокировали работу в самом банк-клиенте. При этом ни одного сообщения или запроса не было в адрес организации. Никто не звонил и не просил что-то предоставить или закрыть счёт. Пытаемся дозвониться в само отделение, никто не берет трубку. Звоним в кол-центр, там говорят, что решить вопрос могут только менеджеры отделения. Т.е. придётся ехать на другой конец Москвы, чтобы просто задать вопрос ""что нам делать дальше!!!"" Есть электронная почта менеджера отделения, написали письмо-игнор полный! Хорошо, директор приедет в банк, спросит что делать дальше, банк, например, скажет закрывать счёт и ручной платёжкой переводить деньги на другой счёт организации. Т.е. нужно будет возвращаться, делать платёжку ручную и снова тащиться в банк?! Почему в кол-центре не могут помочь?! Что тогда они вообще там решают, если по любому вопросу нас шлют в наше отделение банка, в которое дозвониться просто НЕ ВОЗМОЖНО!!!!",Без оценки
67,27.08.2019 13:58,business_remote,"
Россельхозбанк
","Я являюсь ИП, расчетный счет открыт в АО ""Россельхозбанк"" г. Палласовка Волгоградская область, обслуживаюсь в этом банке с начала открытия ИП. Меня все устраивает, сотрудники банка всегда и во всем помогают. Я, как ИП, год назад подключил услугу "" мобильный банк"" . Все работало хорошо,Ю но недавно возникли проблемы по входу в данную программу, в течении 3 дней я пытался что-то делать. Войти в программу, но все безрезультатно. Обратился в офис банка к старшему операционисту Ш-ой Ирине Владимировне, без всякого промедления моя проблема была решена и я снова активный пользователь услуги ""мобильный банк"". Хочу поблагодарить АО ""Россельхозбанк"" за чуткое отношение к клиентам.","Оценка:

			5
		

							Не засчитана"
68,21.08.2019 14:48,business_remote,"
Положительный отзыв о работе АО Россельхозбанк
","ООО «Ю***» является клиентом  отделения банка в г. Грязовец с 2018г. В 2018 открывали расчетный счет в Операционном офисе №3349/35/35 Санкт-Петербургский РФ АО Россельхозбанк,  находящегося по адресу: Вологодская обл., гор.Грязовец, ул. Карла Маркса, д.60. Остались довольны предоставленным сервисом, сотрудники все сделали быстро, общались культурно, ответили на все наши вопросы. Ответ по открытии р/с пришел быстро. На протяжении всего времени сотрудничества с банком никаких нареканий не возникало. Специалисты всегда проконсультируют по возникшим вопросам банковского обслуживания, подскажут наиболее выгодный вариант. Очень нравится работа с системой дистанционного банковского обслуживания, простой и удобный интерфейс, ничего лишнего. Если возникает сбой в программе, необходимость обновления  обращаемся к программисту банка, который быстро устранит неисправность. Хотим поблагодарить коллектив филиала  за отзывчивость, профессионализм, компетентность. Будем рады сотрудничать и далее, банк надежный, проверенный временем, переходить в другой не планируем.","Оценка:

			5
		

							Не засчитана"
69,15.08.2019 18:35,business_remote,"
Отзыв
","Являюсь генеральным директором ооо строй ***, обслуживаюсь в Россельхозбанке с 2012. Хочу выразить благодарность сотрудникам операционного отдела за их профессионализм. Мне подключили очень удобное приложение Мобильный банк, предложили открыть депозит, застраховал свою недвижимость и бизнес. Вежливые сотрудники, оперативно выполняют свою работу. Буду рекомендовать своим знакомым.","Оценка:

			5
		

							Не засчитана"
70,15.08.2019 17:12,business_remote,"
Обслуживание клиентов
","В преддверии очередной годовщины создания АО РСХБ, хочу пожелать всем сотрудникам банка здоровья и благополучия на долгие года. С 2007 года являюсь клиентом банка, за данный период времени ни один уже кредит оформил и погасил, а сколько проведено операций по р/счету за данной время и  не счесть.  Являясь постоянным клиентом  за все время обслуживание не возникало ни одного разногласия или недопонимания с работниками отделения. Всегда все грамотно расскажут, донесут информацию на понятном мне слогане, что позволяет понять всю ту информацию, которую благодаря банковской терминологии не совсем бывает понятна. Учитывая профессиональный уровень управления,  руководитель ДО Е.А. Ш-на четко и грамотно подобрала кадры своих сотрудников, которые справляются со своей работой на все 100%, это я как клиент банка утверждаю, т.к. все проведенные в данном ДО операции по РКО и кредитованию исполнены своевременно, четко, слаженно. Еще раз хочу всем сотрудникам банка и в частности ДО р.п. Пачелма Пензенского РФ пожелать здоровья и успехов. Ваш неизменный клиент А.Ш. Б-ев","Оценка:

			5
		

							Не засчитана"
71,07.08.2019 19:26,business_remote,"
Выражение благодарности сотрудникам АО Россельхозбанк в г. Красный Сулин
","Добрый день!ООО Агентство Недвижимости «С***» выражает благодарность коллективу офиса Россельхозбанка в г. Красный Сулин за проявленную компетентность, качество и профессионализм. Работаем с офисом с 2016 года по расчётно-кассовому обслуживанию, размещению депозитов. Сотрудники офиса всегда готовы помочь! Особая благодарность персональным менеджерам П-вой Екатерине и Л-ко Ольге за их профессионализм, компетентность, вежливость, терпимость и оперативность! Спасибо всем сотрудникам офиса Россельхозбанка в г. Красный Сулин! Надеемся на долгосрочное и продуктивное сотрудничество!!!","Оценка:

			5
		

							Не засчитана"
72,01.08.2019 11:22,business_remote,"
Надежный стабильный банк
","ООО ""Сальская степь""  является клиентом  отделения банка в г. Сальск   с 2007г. На протяжении всего времени сотрудничества с банком никаких нареканий не возникало. Специалисты всегда проконсультируют по возникшим вопросам банковского обслуживания, подскажут наиболее выгодный вариант.  Оформляли кредиты, как на инвестиционные цели, так и на пополнение оборотных средств.  Сотрудники кредитного отдела доходчиво разъяснили какие документы и расчеты необходимо предоставить, сработали оперативно и организованно. Очень нравится работа с системой дистанционного банковского обслуживания, простой и удобный интерфейс, ничего лишнего. Если возникает сбой в программе, необходимость обновления  обращаемся к программисту банка, который  быстро устранит неисправность.  Хотим поблагодарить коллектив филиала  за отзывчивость, профессионализм, компетентность. Будем  рады сотрудничать и далее, банк надежный, проверенный временем, переходить в другой нет никакого смысла.","Оценка:

			5
		

							Не засчитана"
73,31.07.2019 12:52,business_remote,"
Очень ДОВОЛЬНЫ работой с Вами!!!
","Работаем с Россельхозбанком с самого начала деятельности организации. Очень нравится обслуживание персонала- доброе, как в гости сходил. По любому вопросу ответят, помогут, подскажут. Брали кредит на приобретение основных средств- быстро оформили и бумаги ещё помогли собрать. В общем работаем и менять не собираемся. Побольше бы таких отделений!","Оценка:

			5
		

							Не засчитана"
74,31.07.2019 11:57,business_remote,"
Россельхозбанк, дополнительный офис в г. Георгиевск
","Наша компания обслуживается  в Россельхозбанке, дополнительный офис в г. Георгиевск уже не первый год. Хочу выразить огромную благодарность всему коллективу дополнительного офиса в г. Георгиевск  особенно главному операционисту Б-ли Алине за отзывчивость, квалифицированную помощь в любой ситуации.","Оценка:

			5
		

							Не засчитана"
75,29.07.2019 14:12,business_remote,"
Пример грамотного и профессионального обслуживания!
","Добрый вечер! Хочу выразить благодарность за профессионализм и человеческое отношение к клиентам Отделу продаж и обслуживания Камчатского РФ АО ""Россельхозбанк"" офис в г. Петропавловск-Камчатский, пр-т Победы, 63. Наша компания ООО ""***УМ"" является клиентом данного отделения банка более девяти лет и за все время обслуживания не было ни одного случая, когда сотрудники банка каким-либо образом отмахнулись от проблем своих клиентов, всегда грамотно проконсультируют, как по вопросам расчетно-кассового обслуживания (выбор тарифного плата, оптимизация РКО и др.) так и по иным на прямую не связанным с банковским обслуживанием вопросам, сотрудники отдела всегда вежливы и терпеливы при обслуживании клиентов. Особую благодарность хочу выразить Профессионалу с большой буквы, специалисту своего дела - Заместителю начальника отдела продаж и обслуживания Камчатского РФ , с данным специалистом наша компания работает с начала обслуживания в Камчатском РФ, Ирина М-на тогда еще отвечала за иной участок работы.  Так, к примеру, в июне текущего года возникла проблема с доступом к интернет банку, которую на протяжении нескольких дней так и не смогли решить по горячей линии банка, Ирина М-на решила проблему за пару минут, доступ к интернет банку был открыт, проблема решена. И таких рабочих моментов было не мало.  Еще хочу отметить профессиональный подход к своей работе и человеческое отношение к клиентам, а также выразить благодарность самому главному начальнику Финансового мониторинга Камчатского РФ, с данным специалистом мы так же работаем с начала обслуживания в Камчатском РФ, и за все время обслуживания серьезных проблем с финансовым мониторингом  у нашей компании не возникало и в этом немалая заслуга Елены П-ны. Хочу сказать, что расчетный счет у нашей компании открыт не только в Камчатском РФ АО ""Россельхозбанк"", поэтому есть с чем сравнивать. Отзыв пишу впервые, поэтому прошу прощения за сумбур.С уважением, генеральный директор ООО ""***УМ""","Оценка:

			5"
76,25.07.2019 13:07,business_remote,"
Благодарность за помощь
","Я, обратилась за открытием расчетного и спец. счетов для ООО ""ОКС""  и за продление сертификата подписи ключа для ООО ""Спецмонтажполимер"" в ДО Ставропольского РФ АО ""Россельхозбанка"" к главному операционисту  в г. Изобильном Анне Николаевне П-нь. Документы были приняты Анной Николаевной, всё подробно она нам объяснила, когда будет открыт расчетный счет, то тогда в течении суток откроют и спец. счет.. Был быстро открыт расчетный счет 20 мая 2019г. и спец. счет был открыт в кратчайшие сроки, который был срочно нужен для участия в гос. закупках , что очень экономило время, и руководителя, и бухгалтера. При получении сертификата ключа, Анна Николаевна проконсультировала по телефону, какие документы приготовить, без задержек приняла документы- заявление на выдачу сертификата подписи ключа. Сразу сделали ключи по личному кабинету и мы получили электронную подпись в короткие сроки. Было приятно работать с этим сотрудником банка. Надеюсь на дальнейшее сотрудничество.","Оценка:

			5"
77,24.07.2019 11:32,business_remote,"
Благодарность за хорошее обслуживание
","Добрый день !  ИП Г-гаус А.В.  с 2010 года ведет расчетно-кассовое обслуживание в доп. офисе с.Ребриха АО ""Россельхозбанк"".  За хорошую работу хочется выразить огромную благодарность сотрудникам банка, а особенно Л-ва Ирине ,М-вой Евгении . Они всегда  доброжелательны, помогут в решение любого вопроса и самое главное компетентны в своей работе.","Оценка:

			5
		

							Не засчитана"
78,22.07.2019 19:22,business_remote,"
Отзыв
","Являюсь хозяином двух субъектов малого бизнеса. Обращался в отделение банка по месту регистрации бизнеса с просьбой решить текущие вопросы. Был встречен управляющей доп.офисом банка Юлией Владимировной, которой рассказал о своих проблемах в управлении счетами и так далее. Вопросы были приняты и решены довольно быстро, максимально вежливо, со всеми разъяснениями случившейся ситуации. Одиннадцатый год работаю с этим банком, все на высоте.","Оценка:

			5
		

							Не засчитана"
79,18.07.2019 5:53,business_remote,"
Почему при обновлении системы не работает служба поддержки
","Хотелось бы отметить что я несколько лет обслуживаюсь в данном банке. Сейчас вышло какое то обновление системы и мне написали, что если я не перейду на новую систему, то доступ в онлайн банк будет для меня закрыт. Почти неделю я пыталась скачать инструкцию по переходу, но ссылка была битая и ни чего не качалось.  Тогда я поехала в банк и при специалисте (сотрудница банка сделала даже больше чем должна была! Ей огромное спасибо!!!) переговорила по ее телефону со службой поддержки КОТОРУЮ УПРАЗДНИЛИ!! И мне пообещали отправить инструкцию на почту.. я ждала еще 2 дня так и ни чего не получив самостоятельно нашла данную инструкцию. Сделав все как было в инструкции - это несложно. Я на одном шаге ни как не могу пройти дальше.. не хочет он мне лицензию подписывать и все, пишет что пароль и логин от криптопро не верен, хотя я уже сотню раз проверила это на самом сайте крипто про и там все заходит в личний кабинет. Я подключила системного администратора моей компании, мы пробились еще 2.5 часа но дальше не сдвинулись! Вопрос! Какими знаниями нужно обладать чтобы поставить ВАШЕ ОБНОВЛЕНИЕ??? Мне теперь без банка оставаться? Или не портить себе нервы и сразу перейти на другой банк? Я Звонила в службу поддержки и через 15 минут тыканья на кнопки мне назначили звонок на пн на 12 часов ночи! Немыслимое  обращение с клиентами ! Прошу принять меры и пусть ваши специалисты или перезвонят мне в 12-15  часов по Кемерово или я отказываюсь иметь с вашим банком дело.","Оценка:

			1
		

							Не засчитана"
80,17.07.2019 14:20,business_remote,"
Благодарность
","Я являюсь ИП. Так же я руководитель Территориального общественного самоуправления ""Новопавловский"". И с ""Россельхозбанком"" а именно - филиал в г. Серафимович Волгоградской области,  по бизнесу  и по работе в ТОС связаны тесным сотрудничеством с 2007г. Много изменений происходило в сфере предоставления услуг по обслуживанию клиентов.За эти 12 лет желания поменять банк, или открыть счет по ИП в другом банке, не возникало. Тарифы по обслуживанию счетов у всех банках примерно одинаковы. И тратить свои средства на открытие счета в другом банке не вижу смысла.  И самое приятное в нашем РСХБ - это наши девочки - операционисты. Сколько у них терпения объяснять клиентам по нескольку раз тот или иной продукт банка, ведь клиенты не сразу вникают во все тонкости вклада или кредита, подбирают наиболее выгодные ставки по вкладам, ""как себе"". Очень удобно для бизнеса интернет банк. как говорится ""все под рукой"" и в любое время. Первое время были вопросы по работе в ДБО - по телефону все расскажут и помогут, если платеж не проходит - объяснят причину и подскажут как исправить. И кредит на покупку жилья я тоже взяла в ""Россельхозбанке"". Многие банки просто отказали в выдаче ипотеки по причине - мы не работаем с ИП.  Это еще раз доказывает - РСХБ - наиболее удобный банк в решении различных жизненных вопросах.  Лично по себе могу сказать - убедилась - в других банках обслуживание клиентов более равнодушное. Лишь бы навязать клиенту более высокую кредитную ставку.  Всем рекомендую и буду рекомендовать ""Россельхозбанк""  и для бизнеса и для решения жизненных вопросов.","Оценка:

			5"
81,17.07.2019 5:11,business_remote,"
Благодарность сотрудникам банка
","Начнем с того, что я являюсь директором организации у которой открыт расчетный счет в АО ""Россельхозбанке"" в г.Славгороде. Но самое интересное не в этом. Отличный подход к клиенту при оформлении какого-либо продукта, это огромный плюс.-Нет ни каких лишних вопросов- Банк сам отслеживает все проблемы связанные с документами -Не тревожит и не беспокоят звонками об акциях-отличные и грамотные консультанты-индивидуальный подход к каждому клиентуИ отдельное спасибо специалисту по работе с юридическими лицами Х-вой И.А.","Оценка:

			5
		

							Не засчитана"
82,13.07.2019 1:12,business_remote,"
Ужас!
","Опыт работы с банками:1. печальный в плане банкротства (санации): Мособлбанк, Балтивсетбанк, Энергомашбанк, Югра, но нигде не было такого  .............пи 2. положительный, во всех смыслах; Сбербанк3. положительный в плане надежности и на этом все: Росслельхозбанк ""Уважаемый"" Росслельхозбанк в лице акционеров, когда весь мир (включая ведущие банки нашей страны) шагают в эру автоматизации и исключения ошибок человеческого фактора, добились очень хороших результатов, Вы перешагнули всех!Вы сами пробовали позванивать в Вашу техподдержку? Да робот отвечает на те вопросы которые волнуют людей которые только начали сотрудничать с Вашим банком.А как быть тем кто много лет уже с Вами работает?  Услышать живого специалиста тех поддержки просто не реально, нажмите 0,1,2 и т.д. или закажите обратный звонок через пол дня, а он мне зачем если я уже не за компьютером.Лайфхак для тех кто хочет услышать человека, это набрать номер валютного контроля и очень сильно попросить девушку на том конце провода соединить с человеком из тех поддержании.Далее по пунктам так как Вы вроде повернулись лицом к малому бизнесу:1. Банковская гарантия на исполнения контрактов по 44 и 223 фз - срок рассмотрения такой что срок исполнение контракта уже закончиться2. Кредитование юр. лиц срок рассмотрения такой? что брали на учредителей данного юр. лица как физ лица и вернув полностью кредит только получали одобрение3. Размещение свободных денежных средств на краткосрочных депозитах: Вы же выдали ЭЦП директору!, зачем ходить в отделение банка и подписывать договор. У Сбербанка этот процесс занимает менее 1 минуты онлайн!4. Не надо изобретать велосипед, все уже до Вас придумано, неужели не посадить программистов что бы скопировали то что уже есть в других банках (НЕ БУДЕМ НАЗЫВАТЬ) и облегчить жизнь пользователямНу и на конец этим Вы перечеркнули все желание сотрудничать с Вашим банком т.к. в с 18.07.2019 г. Вы решили что Крипто Про 3,9 больше не работает и необходимо переустановить систему теперь мы после установки обновлений просто не можем зайти в клиент-банк, ну а Ваша тех поддержка это нажмите 0.1.2. и т.д. так что Сбербанк это наш новый(старый) партнер.Хочу выразить огромную благодарность управляющему Северодвинского филиала АО Росселельхозбанка П-у А. С., который не смотря на все косяки Вашей системы всегда имел подход к каждому клиенту и из года в год убеждал нас оставаться клиентом Вашего банка. Если бы не он то мы бы прекратили бы с сотрудничество с Вами давным давно.С Уважением надеюсь Ваш бывший клиент! если в очередной раз не уговорят (в лице двух юр лиц которые уже ушли на обслуживание в сбер)",Без оценки
83,12.07.2019 15:19,business_remote,"
Рекомендуем к сотрудничеству!
","Рекомендуем к сотрудничеству!Хочется отметить работу Дополнительного офиса в г.Братск Иркутского РФ. Сотрудничаем с банком уже 3 года. За это время возникало много разных сложных ситуаций, требующих помощи сотрудников банка. Ни разу наша проблема не осталась нерешенной, из любой ситуации всегда помогут найти выход. Спасибо за то, что не оставляют на едине с проблемой, а предлагают альтернативные решения, индивидуально и оперативно подходят к решению любого вопроса,   что очень важно для успешного ведения бизнеса. Сегодня возникли проблемы со входом в Интернет-клиент, Управляющий ДО лично подключилась к проблеме, оперативно подключили Мобильное приложение для управления расчетным счетом, обеспечив бесперебойную работу. Спасибо, так держать!","Оценка:

			5
		

							Не засчитана"
84,11.07.2019 13:32,business_remote,"
Не выпускают сертификат. Концы найти невозможно.
","На данный момент времени уже две недели не можем пользоваться услугами ДБО, т.к. нам не выпускают сертификат.Направлены два запроса (плановый и обычный) на выпуск сертификата - оба в статусе ""В обработке"".С чем связано - ни по каким каналам не отвечают.28.06.2019 истекал срок действия сертификата.17.06.2019 в личном кабинете был создан запрос на выдачу нового сертификата (плановая замена).24.06.2019 распечатка запроса на сертификат была предоставлена в отделение банка.26.06.2019 был задан вопрос в техподдержку по электронной почте.29.06.2019 сообщение зафиксировано и направлено ответственным сотрудникам банка. Номер обращения 4102429.01.07.2019 повторно распечатка запроса на сертификат была предоставлена в отделение банка.05.07.2019 в отделении банка предложили заново сформировать запрос на выдачу сертификата, т.к. срок действия предыдущего сертификата истек.05.07.2019 в личном кабинете был создан запрос на выдачу нового сертификата, а также распечатка запроса на сертификат была предоставлена в отделение банка.11.07.2019 путем общения  в чате выяснено, что обращение 4102429 закрыто, в связи ""с тем, что этот вопрос был отправлен в Региональный Филиал. Вам должны были звонить уже из офиса"". Однако, из офиса никто не звонил все 12 дней.11.07.2019 зарегистрировано очередное обращение через контакт-центр № SD4143182.Ждем с нетерпением свой сертификат.","Оценка:

			1
		


Проблема решена"
85,10.07.2019 15:26,business_remote,"
Отзыв
","Обслуживаюсь долгое время в рп.Исса Пензенской области.Хочу поделиться своими впечатлениями по поводу обслуживания в РСХБ;  специалисты вежливые,опрятные,  внимательные.На  вопросы отвечают подробно, грамотно, Отсутствие очередей.Хочу выразить благодарность Л-вой Елене, всегда доброжелательная,вежливая и грамотная. Обслуживаюсь долгое время в рп.Исса Пензенской области.Хочу поделиться своими впечатлениями по поводу обслуживания в РСХБ;  специалисты вежливые,опрятные,  внимательные.На  вопросы отвечают подробно, грамотно, Отсутствие очередей. .Хочу выразить благодарность Л-вой Елене, всегда доброжелательная,вежливая и грамотная.","Оценка:

			5
		

							Не засчитана"
